EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
178598.578,163053.922,685729.188,220145.563,685678.500,180573.844,314993.406,158378.484,-0.007,0.902,0.573,-1.343,-0.183,-0.244,73.333,20027.000,1.000
181325.234,165263.078,687088.375,221420.688,686583.313,181513.078,315752.281,159267.719,-0.008,0.901,0.572,-1.587,-0.183,-0.183,73.333,20028.000,1.000
181867.031,165590.313,687219.438,221614.969,686681.188,181610.438,315824.813,159359.188,-0.005,0.899,0.571,-1.740,-0.183,-0.122,73.333,20029.000,1.000
179356.219,163495.594,685849.563,220400.641,685720.188,180696.344,315070.656,158479.328,-0.005,0.899,0.572,-1.831,-0.092,-0.122,73.333,20030.000,1.000
177349.297,161904.422,684920.438,219463.297,685253.563,180030.797,314532.063,157842.031,-0.007,0.897,0.572,-1.862,-0.214,-0.153,73.333,20031.000,1.000
178574.266,163028.094,685714.688,220122.672,685697.563,180568.938,314976.688,158358.625,-0.006,0.897,0.573,-1.923,-0.305,0.000,73.333,20032.000,1.000
181317.266,165251.813,687084.063,221414.063,686610.688,181523.984,315752.656,159263.703,-0.006,0.896,0.576,-2.014,-0.305,0.122,73.333,20033.000,1.000
181898.594,165614.188,687240.375,221632.391,686730.313,181642.172,315843.844,159376.078,-0.010,0.896,0.575,-2.075,-0.305,0.153,73.333,20034.000,1.000
179419.344,163545.391,685885.125,220436.766,685764.688,180742.391,315102.219,158511.344,-0.009,0.891,0.574,-1.984,-0.397,0.031,73.333,20035.000,1.000
177412.875,161957.078,684960.563,219507.547,685223.625,180087.484,314573.000,157882.891,-0.009,0.896,0.576,-1.923,-0.397,-0.061,73.333,20036.000,1.000
178594.734,163047.484,685730.625,220141.266,685688.500,180608.547,314999.844,158380.266,-0.008,0.899,0.574,-1.892,-0.519,0.031,73.333,20037.000,1.000
181309.406,165247.266,687074.125,221408.969,686590.250,181539.453,315750.406,159264.328,-0.010,0.900,0.572,-1.892,-0.671,0.092,73.333,20038.000,1.000
181876.250,165593.438,687213.688,221610.766,686693.438,181640.563,315821.313,159357.656,-0.009,0.901,0.574,-1.953,-0.641,0.092,73.333,20039.000,1.000
179409.422,163536.453,685877.875,220432.734,685753.688,180759.109,315096.656,158509.281,-0.009,0.902,0.575,-1.953,-0.702,0.153,73.333,20040.000,1.000
177393.828,161938.484,684949.375,219498.516,685218.500,180102.141,314564.531,157877.438,-0.007,0.899,0.575,-2.045,-0.732,0.061,73.333,20041.000,1.000
178553.344,163008.516,685706.938,220116.859,685680.375,180609.531,314979.094,158361.406,-0.005,0.900,0.576,-2.045,-0.793,-0.092,73.333,20042.000,1.000
181279.891,165215.969,687062.375,221391.172,686578.813,181544.984,315736.563,159249.391,-0.004,0.898,0.576,-2.014,-0.702,0.000,73.333,20043.000,1.000
181874.188,165585.219,687220.938,221610.844,686697.313,181661.047,315824.188,159360.344,-0.001,0.894,0.576,-1.892,-0.671,0.031,73.333,20044.000,1.000
179415.141,163536.547,685876.813,220423.172,685749.688,180769.203,315088.250,158501.328,0.003,0.895,0.574,-1.831,-0.641,0.061,73.333,20045.000,1.000
177390.875,161938.125,684946.563,219485.922,685222.625,180112.688,314555.938,157869.750,0.003,0.894,0.573,-1.831,-0.519,0.092,73.333,20046.000,1.000
178545.563,163008.688,685713.375,220114.531,685675.813,180634.828,314985.719,158369.094,0.001,0.893,0.575,-1.801,-0.305,0.183,73.333,20047.000,1.000
181296.969,165240.109,687089.188,221411.391,686599.563,181591.031,315760.781,159277.203,-0.003,0.894,0.576,-1.770,-0.244,0.092,73.333,20048.000,1.000
181887.156,165602.203,687232.250,221615.859,686699.063,181687.234,315825.156,159367.500,-0.004,0.898,0.577,-1.740,-0.092,0.061,73.333,20049.000,1.000
179413.969,163535.563,685871.688,220414.234,685734.813,180777.250,315070.563,158491.750,-0.004,0.898,0.576,-1.709,-0.122,-0.061,73.333,20050.000,1.000
177377.641,161925.078,684941.438,219481.266,685226.625,180122.531,314543.875,157862.875,-0.003,0.898,0.573,-1.801,-0.122,0.000,73.333,20051.000,1.000
178499.156,162966.219,685684.250,220087.891,685666.625,180623.031,314956.563,158340.922,-0.001,0.896,0.573,-1.801,-0.061,-0.092,73.333,20052.000,1.000
181238.766,165190.938,687050.750,221372.047,686570.625,181571.547,315724.750,159240.453,-0.003,0.894,0.576,-1.709,0.122,-0.183,73.333,20053.000,1.000
181870.703,165587.813,687223.375,221604.859,686697.313,181695.375,315816.656,159356.234,-0.004,0.891,0.573,-1.648,0.092,-0.244,73.333,20054.000,1.000
179455.281,163571.688,685910.063,220453.656,685780.875,180834.469,315113.750,158530.922,-0.008,0.892,0.573,-1.465,0.183,-0.336,73.333,20055.000,1.000
177388.813,161933.125,684951.625,219495.297,685262.125,180157.750,314568.531,157880.484,-0.009,0.891,0.575,-1.312,0.153,-0.397,73.333,20056.000,1.000
178483.969,162949.672,685672.063,220082.703,685674.750,180642.156,314963.813,158340.922,-0.009,0.895,0.574,-1.160,0.092,-0.580,73.333,20057.000,1.000
181227.594,165178.594,687037.500,221368.641,686577.500,181588.266,315728.344,159238.484,-0.005,0.898,0.572,-1.129,0.092,-0.793,73.333,20058.000,1.000
181897.969,165612.672,687239.375,221629.531,686729.813,181734.719,315841.063,159377.594,-0.005,0.899,0.574,-1.221,0.000,-0.854,73.333,20059.000,1.000
179478.531,163590.094,685917.750,220465.453,685791.813,180859.422,315120.625,158537.094,-0.004,0.900,0.572,-1.282,0.031,-0.824,73.333,20060.000,1.000
177405.000,161945.453,684958.938,219504.953,685232.438,180183.594,314573.625,157885.938,-0.002,0.903,0.574,-1.465,0.031,-0.793,73.333,20061.000,1.000
178468.313,162936.531,685668.313,220074.750,685652.313,180655.750,314955.750,158333.953,-0.003,0.902,0.577,-1.740,0.153,-0.763,73.333,20062.000,1.000
181208.641,165161.422,687037.938,221355.234,686560.125,181601.313,315716.094,159229.188,-0.005,0.899,0.578,-1.831,0.153,-0.793,73.333,20063.000,1.000
181895.375,165602.109,687240.625,221615.594,686710.188,181745.078,315823.563,159366.516,-0.008,0.899,0.576,-1.831,0.153,-0.763,73.333,20064.000,1.000
179506.328,163606.375,685932.438,220467.781,685790.063,180883.281,315113.938,158540.125,-0.010,0.899,0.576,-1.770,-0.031,-0.671,73.333,20065.000,1.000
177417.156,161945.813,684958.250,219497.625,685243.250,180195.750,314556.844,157880.484,-0.011,0.901,0.575,-1.831,-0.092,-0.580,73.333,20066.000,1.000
178493.344,162953.703,685679.063,220085.563,685664.938,180683.828,314958.813,158347.641,-0.009,0.903,0.579,-1.862,-0.214,-0.488,73.333,20067.000,1.000
181251.734,165196.125,687053.500,221378.484,686578.813,181638.688,315729.031,159252.438,-0.009,0.904,0.577,-2.045,-0.305,-0.275,73.333,20068.000,1.000
181956.266,165653.078,687264.688,221646.797,686735.625,181788.797,315841.594,159394.234,-0.009,0.901,0.578,-2.197,-0.305,-0.122,73.333,20069.000,1.000
179548.531,163638.922,685940.813,220484.141,685798.938,180912.172,315116.344,158552.641,-0.008,0.897,0.578,-2.228,-0.397,-0.031,73.333,20070.000,1.000
177448.813,161970.500,684963.500,219510.594,685243.813,180223.734,314561.375,157893.094,-0.006,0.895,0.574,-2.106,-0.488,0.092,73.333,20071.000,1.000
178472.516,162926.609,685646.875,220058.203,685649.688,180674.797,314931.094,158326.000,-0.008,0.896,0.576,-2.075,-0.427,0.153,73.333,20072.000,1.000
